rounds,walkers,tourney,date,DOW
101.0,0.0,101.0,2013-09-23,0
76.0,14.0,40.0,2013-09-24,1
65.0,18.0,0.0,2013-09-25,2
81.0,18.0,0.0,2013-09-26,3
121.0,31.0,0.0,2013-09-27,4
91.0,17.0,0.0,2013-09-28,5
92.0,19.0,32.0,2013-09-29,6
108.0,0.0,108.0,2013-09-30,0
73.0,31.0,0.0,2013-10-01,1
95.0,22.0,12.0,2013-10-02,2
103.0,8.0,88.0,2013-10-03,3
50.0,14.0,0.0,2013-10-04,4
93.0,30.0,0.0,2013-10-05,5
142.0,50.0,0.0,2013-10-06,6
140.0,0.0,140.0,2013-10-07,0
85.0,34.0,0.0,2013-10-08,1
74.0,10.0,23.0,2013-10-09,2
83.0,17.0,24.0,2013-10-10,3
119.0,26.0,0.0,2013-10-11,4
119.0,22.0,48.0,2013-10-12,5
110.0,31.0,0.0,2013-10-13,6
0.0,0.0,0.0,2013-10-14,0
57.0,23.0,0.0,2013-10-15,1
58.0,14.0,0.0,2013-10-16,2
62.0,11.0,0.0,2013-10-17,3
106.0,20.0,0.0,2013-10-18,4
86.0,28.0,0.0,2013-10-19,5
96.0,19.0,0.0,2013-10-20,6
0.0,0.0,0.0,2013-10-21,0
70.0,22.0,0.0,2013-10-22,1
84.0,15.0,0.0,2013-10-23,2
74.0,15.0,0.0,2013-10-24,3
120.0,34.0,0.0,2013-10-25,4
84.0,27.0,0.0,2013-10-26,5
87.0,16.0,0.0,2013-10-27,6
89.0,0.0,89.0,2013-10-28,0
78.0,2.0,44.0,2013-10-29,1
52.0,14.0,0.0,2013-10-30,2
35.0,10.0,0.0,2013-10-31,3
109.0,27.0,0.0,2013-11-01,4
136.0,43.0,0.0,2013-11-02,5
109.0,37.0,0.0,2013-11-03,6
0.0,0.0,0.0,2013-11-04,0
67.0,32.0,0.0,2013-11-05,1
74.0,21.0,0.0,2013-11-06,2
71.0,15.0,0.0,2013-11-07,3
110.0,35.0,0.0,2013-11-08,4
102.0,20.0,0.0,2013-11-09,5
91.0,15.0,50.0,2013-11-10,6
34.0,11.0,0.0,2013-11-11,0
50.0,17.0,0.0,2013-11-12,1
55.0,12.0,0.0,2013-11-13,2
69.0,13.0,0.0,2013-11-14,3
110.0,30.0,0.0,2013-11-15,4
87.0,20.0,0.0,2013-11-16,5
98.0,20.0,28.0,2013-11-17,6
0.0,0.0,0.0,2013-11-18,0
41.0,10.0,0.0,2013-11-19,1
8.0,4.0,0.0,2013-11-20,2
47.0,1.0,23.0,2013-11-21,3
73.0,21.0,0.0,2013-11-22,4
124.0,39.0,0.0,2013-11-23,5
79.0,24.0,0.0,2013-11-24,6
0.0,0.0,0.0,2013-11-25,0
79.0,27.0,0.0,2013-11-26,1
131.0,20.0,0.0,2013-11-27,2
26.0,7.0,0.0,2013-11-28,3
101.0,31.0,0.0,2013-11-29,4
89.0,33.0,0.0,2013-11-30,5
103.0,30.0,0.0,2013-12-01,6
0.0,0.0,0.0,2013-12-02,0
36.0,14.0,0.0,2013-12-03,1
40.0,20.0,0.0,2013-12-04,2
16.0,4.0,0.0,2013-12-05,3
62.0,22.0,0.0,2013-12-06,4
42.0,21.0,0.0,2013-12-07,5
23.0,13.0,0.0,2013-12-08,6
0.0,0.0,0.0,2013-12-09,0
27.0,11.0,0.0,2013-12-10,1
46.0,17.0,0.0,2013-12-11,2
17.0,9.0,0.0,2013-12-12,3
75.0,41.0,0.0,2013-12-13,4
71.0,29.0,0.0,2013-12-14,5
64.0,28.0,0.0,2013-12-15,6
0.0,0.0,0.0,2013-12-16,0
62.0,22.0,0.0,2013-12-17,1
54.0,19.0,0.0,2013-12-18,2
16.0,9.0,0.0,2013-12-19,3
71.0,26.0,0.0,2013-12-20,4
83.0,26.0,0.0,2013-12-21,5
82.0,34.0,0.0,2013-12-22,6
19.0,12.0,0.0,2013-12-23,0
80.0,28.0,0.0,2013-12-24,1
0.0,0.0,0.0,2013-12-25,2
94.0,22.0,0.0,2013-12-26,3
92.0,50.0,0.0,2013-12-27,4
104.0,35.0,0.0,2013-12-28,5
94.0,43.0,0.0,2013-12-29,6
0.0,0.0,0.0,2013-12-30,0
105.0,48.0,0.0,2013-12-31,1
59.0,23.0,0.0,2014-01-01,2
49.0,15.0,0.0,2014-01-02,3
108.0,44.0,0.0,2014-01-03,4
110.0,42.0,0.0,2014-01-04,5
76.0,27.0,0.0,2014-01-05,6
0.0,0.0,0.0,2014-01-06,0
47.0,23.0,0.0,2014-01-07,1
49.0,21.0,0.0,2014-01-08,2
33.0,9.0,0.0,2014-01-09,3
103.0,49.0,0.0,2014-01-10,4
83.0,38.0,0.0,2014-01-11,5
42.0,13.0,0.0,2014-01-12,6
0.0,0.0,0.0,2014-01-13,0
69.0,29.0,0.0,2014-01-14,1
57.0,24.0,0.0,2014-01-15,2
43.0,14.0,0.0,2014-01-16,3
109.0,45.0,0.0,2014-01-17,4
97.0,45.0,0.0,2014-01-18,5
59.0,25.0,0.0,2014-01-19,6
70.0,34.0,0.0,2014-01-20,0
51.0,25.0,0.0,2014-01-21,1
51.0,22.0,0.0,2014-01-22,2
43.0,18.0,0.0,2014-01-23,3
102.0,54.0,0.0,2014-01-24,4
137.0,59.0,0.0,2014-01-25,5
121.0,66.0,0.0,2014-01-26,6
0.0,0.0,0.0,2014-01-27,0
69.0,36.0,0.0,2014-01-28,1
50.0,21.0,0.0,2014-01-29,2
34.0,16.0,0.0,2014-01-30,3
100.0,52.0,0.0,2014-01-31,4
102.0,42.0,0.0,2014-02-01,5
18.0,8.0,0.0,2014-02-02,6
0.0,0.0,0.0,2014-02-03,0
49.0,28.0,0.0,2014-02-04,1
36.0,11.0,0.0,2014-02-05,2
11.0,6.0,0.0,2014-02-06,3
25.0,17.0,0.0,2014-02-07,4
8.0,6.0,0.0,2014-02-08,5
3.0,2.0,0.0,2014-02-09,6
0.0,0.0,0.0,2014-02-10,0
44.0,29.0,0.0,2014-02-11,1
68.0,22.0,16.0,2014-02-12,2
61.0,10.0,36.0,2014-02-13,3
95.0,44.0,0.0,2014-02-14,4
119.0,46.0,0.0,2014-02-15,5
86.0,45.0,0.0,2014-02-16,6
115.0,53.0,0.0,2014-02-17,0
50.0,29.0,0.0,2014-02-18,1
61.0,18.0,12.0,2014-02-19,2
88.0,33.0,12.0,2014-02-20,3
116.0,49.0,0.0,2014-02-21,4
144.0,51.0,0.0,2014-02-22,5
121.0,44.0,0.0,2014-02-23,6
0.0,0.0,0.0,2014-02-24,0
92.0,39.0,12.0,2014-02-25,1
1.0,0.0,0.0,2014-02-26,2
28.0,9.0,16.0,2014-02-27,3
9.0,6.0,0.0,2014-02-28,4
35.0,15.0,0.0,2014-03-01,5
65.0,31.0,0.0,2014-03-02,6
69.0,0.0,69.0,2014-03-03,0
49.0,21.0,16.0,2014-03-04,1
62.0,30.0,0.0,2014-03-05,2
33.0,13.0,0.0,2014-03-06,3
123.0,47.0,0.0,2014-03-07,4
112.0,44.0,0.0,2014-03-08,5
118.0,41.0,0.0,2014-03-09,6
100.0,0.0,100.0,2014-03-10,0
63.0,31.0,12.0,2014-03-11,1
93.0,24.0,20.0,2014-03-12,2
68.0,13.0,28.0,2014-03-13,3
105.0,43.0,0.0,2014-03-14,4
113.0,46.0,0.0,2014-03-15,5
153.0,63.0,0.0,2014-03-16,6
56.0,0.0,56.0,2014-03-17,0
83.0,37.0,12.0,2014-03-18,1
79.0,9.0,39.0,2014-03-19,2
77.0,25.0,0.0,2014-03-20,3
116.0,48.0,0.0,2014-03-21,4
108.0,41.0,0.0,2014-03-22,5
149.0,56.0,0.0,2014-03-23,6
0.0,0.0,0.0,2014-03-24,0
48.0,29.0,0.0,2014-03-25,1
4.0,1.0,0.0,2014-03-26,2
55.0,31.0,21.0,2014-03-27,3
97.0,40.0,0.0,2014-03-28,4
18.0,11.0,0.0,2014-03-29,5
122.0,50.0,0.0,2014-03-30,6
0.0,0.0,0.0,2014-03-31,0
5.0,3.0,0.0,2014-04-01,1
41.0,6.0,16.0,2014-04-02,2
60.0,37.0,35.0,2014-04-03,3
67.0,30.0,0.0,2014-04-04,4
118.0,55.0,0.0,2014-04-05,5
165.0,46.0,0.0,2014-04-06,6
0.0,0.0,0.0,2014-04-07,0
79.0,41.0,0.0,2014-04-08,1
72.0,18.0,0.0,2014-04-09,2
70.0,26.0,0.0,2014-04-10,3
130.0,46.0,0.0,2014-04-11,4
145.0,31.0,0.0,2014-04-12,5
157.0,37.0,0.0,2014-04-13,6
98.0,0.0,98.0,2014-04-14,0
78.0,27.0,0.0,2014-04-15,1
127.0,52.0,40.0,2014-04-16,2
71.0,8.0,0.0,2014-04-17,3
148.0,17.0,112.0,2014-04-18,4
146.0,9.0,112.0,2014-04-19,5
74.0,30.0,0.0,2014-04-20,6
0.0,0.0,0.0,2014-04-21,0
61.0,31.0,0.0,2014-04-22,1
81.0,15.0,20.0,2014-04-23,2
76.0,19.0,-1.0,2014-04-24,3
39.0,15.0,0.0,2014-04-25,4
166.0,91.0,59.0,2014-04-26,5
83.0,33.0,0.0,2014-04-27,6
94.0,0.0,94.0,2014-04-28,0
71.0,32.0,0.0,2014-04-29,1
103.0,19.0,0.0,2014-04-30,2
72.0,35.0,34.0,2014-05-01,3
121.0,36.0,0.0,2014-05-02,4
152.0,81.0,50.0,2014-05-03,5
132.0,47.0,0.0,2014-05-04,6
134.0,134.0,134.0,2014-05-05,0
146.0,138.0,134.0,2014-05-06,1
51.0,19.0,0.0,2014-05-07,2
87.0,17.0,12.0,2014-05-08,3
134.0,30.0,0.0,2014-05-09,4
136.0,48.0,0.0,2014-05-10,5
72.0,24.0,0.0,2014-05-11,6
154.0,0.0,154.0,2014-05-12,0
78.0,22.0,0.0,2014-05-13,1
56.0,10.0,0.0,2014-05-14,2
74.0,17.0,0.0,2014-05-15,3
159.0,58.0,0.0,2014-05-16,4
128.0,40.0,0.0,2014-05-17,5
112.0,34.0,0.0,2014-05-18,6
88.0,0.0,88.0,2014-05-19,0
69.0,35.0,0.0,2014-05-20,1
111.0,49.0,20.0,2014-05-21,2
97.0,33.0,35.0,2014-05-22,3
139.0,35.0,0.0,2014-05-23,4
130.0,47.0,0.0,2014-05-24,5
147.0,35.0,0.0,2014-05-25,6
163.0,39.0,0.0,2014-05-26,0
0.0,0.0,0.0,2014-05-27,1
117.0,27.0,8.0,2014-05-28,2
75.0,8.0,56.0,2014-05-29,3
104.0,40.0,0.0,2014-05-30,4
163.0,48.0,16.0,2014-05-31,5
151.0,35.0,0.0,2014-06-01,6
107.0,0.0,107.0,2014-06-02,0
86.0,13.0,40.0,2014-06-03,1
99.0,19.0,0.0,2014-06-04,2
103.0,5.0,58.0,2014-06-05,3
148.0,33.0,31.0,2014-06-06,4
112.0,0.0,101.0,2014-06-07,5
135.0,1.0,100.0,2014-06-08,6
148.0,0.0,148.0,2014-06-09,0
71.0,31.0,0.0,2014-06-10,1
152.0,27.0,90.0,2014-06-11,2
124.0,4.0,96.0,2014-06-12,3
157.0,8.0,96.0,2014-06-13,4
156.0,37.0,0.0,2014-06-14,5
148.0,38.0,0.0,2014-06-15,6
141.0,0.0,144.0,2014-06-16,0
150.0,0.0,150.0,2014-06-17,1
86.0,16.0,0.0,2014-06-18,2
15.0,6.0,0.0,2014-06-19,3
144.0,7.0,84.0,2014-06-20,4
122.0,31.0,0.0,2014-06-21,5
130.0,32.0,0.0,2014-06-22,6
110.0,0.0,110.0,2014-06-23,0
100.0,36.0,0.0,2014-06-24,1
82.0,22.0,0.0,2014-06-25,2
157.0,6.0,112.0,2014-06-26,3
131.0,22.0,0.0,2014-06-27,4
125.0,37.0,0.0,2014-06-28,5
106.0,26.0,0.0,2014-06-29,6
148.0,0.0,148.0,2014-06-30,0
88.0,35.0,0.0,2014-07-01,1
99.0,24.0,0.0,2014-07-02,2
85.0,20.0,0.0,2014-07-03,3
105.0,25.0,0.0,2014-07-04,4
128.0,57.0,24.0,2014-07-05,5
116.0,29.0,0.0,2014-07-06,6
0.0,0.0,0.0,2014-07-07,0
89.0,36.0,0.0,2014-07-08,1
81.0,15.0,20.0,2014-07-09,2
121.0,1.0,80.0,2014-07-10,3
101.0,22.0,0.0,2014-07-11,4
162.0,52.0,24.0,2014-07-12,5
164.0,26.0,100.0,2014-07-13,6
135.0,0.0,135.0,2014-07-14,0
71.0,31.0,0.0,2014-07-15,1
87.0,20.0,0.0,2014-07-16,2
88.0,3.0,33.0,2014-07-17,3
119.0,35.0,0.0,2014-07-18,4
125.0,31.0,28.0,2014-07-19,5
118.0,25.0,28.0,2014-07-20,6
150.0,0.0,150.0,2014-07-21,0
130.0,27.0,84.0,2014-07-22,1
95.0,22.0,0.0,2014-07-23,2
72.0,10.0,0.0,2014-07-24,3
102.0,19.0,0.0,2014-07-25,4
110.0,33.0,44.0,2014-07-26,5
138.0,23.0,0.0,2014-07-27,6
144.0,0.0,144.0,2014-07-28,0
59.0,16.0,0.0,2014-07-29,1
94.0,12.0,0.0,2014-07-30,2
77.0,38.0,36.0,2014-07-31,3
97.0,20.0,0.0,2014-08-01,4
80.0,24.0,5.0,2014-08-02,5
134.0,31.0,0.0,2014-08-03,6
64.0,0.0,64.0,2014-08-04,0
93.0,37.0,0.0,2014-08-05,1
86.0,11.0,0.0,2014-08-06,2
70.0,1.0,49.0,2014-08-07,3
139.0,36.0,0.0,2014-08-08,4
152.0,29.0,39.0,2014-08-09,5
121.0,26.0,0.0,2014-08-10,6
81.0,0.0,81.0,2014-08-11,0
89.0,40.0,0.0,2014-08-12,1
151.0,6.0,84.0,2014-08-13,2
101.0,12.0,16.0,2014-08-14,3
118.0,20.0,0.0,2014-08-15,4
117.0,52.0,24.0,2014-08-16,5
96.0,28.0,3.0,2014-08-17,6
123.0,0.0,123.0,2014-08-18,0
118.0,48.0,0.0,2014-08-19,1
93.0,13.0,0.0,2014-08-20,2
75.0,14.0,27.0,2014-08-21,3
116.0,28.0,0.0,2014-08-22,4
113.0,39.0,0.0,2014-08-23,5
145.0,27.0,0.0,2014-08-24,6
0.0,0.0,0.0,2014-08-25,0
106.0,21.0,16.0,2014-08-26,1
314.0,14.0,240.0,2014-08-27,2
0.0,0.0,0.0,2014-08-28,3
240.0,0.0,240.0,2014-08-29,4
240.0,0.0,240.0,2014-08-30,5
240.0,0.0,240.0,2014-08-31,6
127.0,30.0,0.0,2014-09-01,0
0.0,0.0,0.0,2014-09-02,1
74.0,23.0,0.0,2014-09-03,2
94.0,4.0,35.0,2014-09-04,3
95.0,20.0,0.0,2014-09-05,4
102.0,29.0,0.0,2014-09-06,5
87.0,30.0,0.0,2014-09-07,6
116.0,0.0,116.0,2014-09-08,0
120.0,19.0,84.0,2014-09-09,1
85.0,17.0,16.0,2014-09-10,2
74.0,4.0,29.0,2014-09-11,3
112.0,19.0,26.0,2014-09-12,4
103.0,23.0,0.0,2014-09-13,5
93.0,18.0,0.0,2014-09-14,6
72.0,0.0,72.0,2014-09-15,0
85.0,22.0,0.0,2014-09-16,1
68.0,19.0,0.0,2014-09-17,2
67.0,2.0,30.0,2014-09-18,3
106.0,38.0,0.0,2014-09-19,4
96.0,33.0,0.0,2014-09-20,5
91.0,23.0,0.0,2014-09-21,6
94.0,0.0,94.0,2014-09-22,0
90.0,13.0,46.0,2014-09-23,1
70.0,21.0,0.0,2014-09-24,2
42.0,11.0,0.0,2014-09-25,3
135.0,34.0,0.0,2014-09-26,4
120.0,0.0,120.0,2014-09-27,5
73.0,17.0,0.0,2014-09-28,6
68.0,0.0,68.0,2014-09-29,0
105.0,43.0,8.0,2014-09-30,1
71.0,9.0,30.0,2014-10-01,2
109.0,5.0,96.0,2014-10-02,3
100.0,37.0,0.0,2014-10-03,4
110.0,39.0,0.0,2014-10-04,5
101.0,31.0,0.0,2014-10-05,6
132.0,0.0,132.0,2014-10-06,0
80.0,26.0,12.0,2014-10-07,1
68.0,14.0,0.0,2014-10-08,2
74.0,13.0,0.0,2014-10-09,3
120.0,24.0,0.0,2014-10-10,4
96.0,20.0,0.0,2014-10-11,5
86.0,13.0,0.0,2014-10-12,6
0.0,0.0,0.0,2014-10-13,0
59.0,26.0,0.0,2014-10-14,1
30.0,15.0,0.0,2014-10-15,2
46.0,6.0,0.0,2014-10-16,3
52.0,15.0,0.0,2014-10-17,4
66.0,24.0,0.0,2014-10-18,5
83.0,23.0,0.0,2014-10-19,6
0.0,0.0,0.0,2014-10-20,0
69.0,24.0,0.0,2014-10-21,1
59.0,17.0,0.0,2014-10-22,2
65.0,15.0,0.0,2014-10-23,3
76.0,22.0,0.0,2014-10-24,4
50.0,9.0,28.0,2014-10-25,5
75.0,27.0,0.0,2014-10-26,6
84.0,0.0,84.0,2014-10-27,0
72.0,27.0,0.0,2014-10-28,1
71.0,14.0,0.0,2014-10-29,2
79.0,4.0,46.0,2014-10-30,3
29.0,7.0,0.0,2014-10-31,4
90.0,23.0,0.0,2014-11-01,5
91.0,30.0,0.0,2014-11-02,6
0.0,0.0,0.0,2014-11-03,0
61.0,34.0,0.0,2014-11-04,1
54.0,16.0,0.0,2014-11-05,2
70.0,22.0,0.0,2014-11-06,3
112.0,45.0,0.0,2014-11-07,4
102.0,35.0,0.0,2014-11-08,5
87.0,12.0,56.0,2014-11-09,6
17.0,2.0,0.0,2014-11-10,0
66.0,26.0,0.0,2014-11-11,1
49.0,17.0,0.0,2014-11-12,2
35.0,8.0,0.0,2014-11-13,3
97.0,24.0,0.0,2014-11-14,4
72.0,27.0,0.0,2014-11-15,5
65.0,15.0,0.0,2014-11-16,6
0.0,0.0,0.0,2014-11-17,0
63.0,19.0,0.0,2014-11-18,1
27.0,10.0,0.0,2014-11-19,2
23.0,2.0,19.0,2014-11-20,3
47.0,29.0,0.0,2014-11-21,4
70.0,25.0,0.0,2014-11-22,5
98.0,32.0,0.0,2014-11-23,6
0.0,0.0,0.0,2014-11-24,0
89.0,27.0,0.0,2014-11-25,1
132.0,30.0,0.0,2014-11-26,2
48.0,18.0,0.0,2014-11-27,3
124.0,22.0,0.0,2014-11-28,4
24.0,14.0,0.0,2014-11-29,5
16.0,8.0,0.0,2014-11-30,6
0.0,0.0,0.0,2014-12-01,0
0.0,0.0,0.0,2014-12-02,1
0.0,0.0,0.0,2014-12-03,2
16.0,7.0,0.0,2014-12-04,3
44.0,23.0,0.0,2014-12-05,4
50.0,28.0,0.0,2014-12-06,5
60.0,31.0,0.0,2014-12-07,6
0.0,0.0,0.0,2014-12-08,0
34.0,19.0,0.0,2014-12-09,1
37.0,16.0,0.0,2014-12-10,2
0.0,0.0,0.0,2014-12-11,3
7.0,5.0,0.0,2014-12-12,4
55.0,32.0,0.0,2014-12-13,5
74.0,30.0,0.0,2014-12-14,6
0.0,0.0,0.0,2014-12-15,0
18.0,11.0,0.0,2014-12-16,1
28.0,11.0,0.0,2014-12-17,2
19.0,9.0,0.0,2014-12-18,3
8.0,6.0,0.0,2014-12-19,4
43.0,29.0,0.0,2014-12-20,5
52.0,17.0,0.0,2014-12-21,6
0.0,0.0,0.0,2014-12-22,0
86.0,27.0,0.0,2014-12-23,1
59.0,18.0,0.0,2014-12-24,2
0.0,0.0,0.0,2014-12-25,3
93.0,38.0,0.0,2014-12-26,4
63.0,26.0,0.0,2014-12-27,5
74.0,29.0,0.0,2014-12-28,6
0.0,0.0,0.0,2014-12-29,0
73.0,21.0,0.0,2014-12-30,1
20.0,13.0,0.0,2014-12-31,2
90.0,30.0,0.0,2015-02-01,6
0.0,0.0,0.0,2015-02-02,0
52.0,28.0,0.0,2015-02-03,1
70.0,17.0,0.0,2015-02-04,2
51.0,11.0,0.0,2015-02-05,3
27.0,16.0,0.0,2015-02-06,4
52.0,24.0,0.0,2015-02-07,5
-1.0,-1.0,0.0,2015-02-08,6
0.0,0.0,0.0,2015-02-09,0
37.0,24.0,0.0,2015-02-10,1
68.0,18.0,20.0,2015-02-11,2
55.0,15.0,0.0,2015-02-12,3
92.0,40.0,0.0,2015-02-13,4
91.0,35.0,0.0,2015-02-14,5
136.0,42.0,0.0,2015-02-15,6
115.0,46.0,0.0,2015-02-16,0
50.0,28.0,0.0,2015-02-17,1
55.0,15.0,16.0,2015-02-18,2
56.0,15.0,0.0,2015-02-19,3
117.0,40.0,0.0,2015-02-20,4
104.0,42.0,0.0,2015-02-21,5
121.0,36.0,0.0,2015-02-22,6
74.0,0.0,74.0,2015-02-23,0
69.0,25.0,20.0,2015-02-24,1
105.0,15.0,36.0,2015-02-25,2
73.0,24.0,0.0,2015-02-26,3
103.0,38.0,0.0,2015-02-27,4
94.0,48.0,0.0,2015-02-28,5
89.0,30.0,0.0,2015-03-01,6
79.0,0.0,79.0,2015-03-02,0
65.0,34.0,0.0,2015-03-03,1
73.0,19.0,12.0,2015-03-04,2
65.0,26.0,0.0,2015-03-05,3
108.0,34.0,0.0,2015-03-06,4
127.0,57.0,0.0,2015-03-07,5
129.0,57.0,0.0,2015-03-08,6
136.0,0.0,136.0,2015-03-09,0
72.0,43.0,0.0,2015-03-10,1
76.0,29.0,16.0,2015-03-11,2
81.0,18.0,0.0,2015-03-12,3
123.0,36.0,0.0,2015-03-13,4
114.0,31.0,0.0,2015-03-14,5
131.0,41.0,0.0,2015-03-15,6
77.0,35.0,0.0,2015-03-16,0
0.0,0.0,0.0,2015-03-17,1
122.0,27.0,76.0,2015-03-18,2
93.0,2.0,73.0,2015-03-19,3
135.0,35.0,0.0,2015-03-20,4
118.0,43.0,0.0,2015-03-21,5
86.0,27.0,0.0,2015-03-22,6
0.0,0.0,0.0,2015-03-23,0
70.0,30.0,16.0,2015-03-24,1
86.0,38.0,0.0,2015-03-25,2
65.0,9.0,32.0,2015-03-26,3
107.0,29.0,0.0,2015-03-27,4
91.0,30.0,0.0,2015-03-28,5
118.0,32.0,0.0,2015-03-29,6
0.0,0.0,0.0,2015-03-30,0
58.0,30.0,0.0,2015-03-31,1
59.0,16.0,16.0,2015-04-01,2
110.0,8.0,84.0,2015-04-02,3
114.0,45.0,0.0,2015-04-03,4
122.0,42.0,0.0,2015-04-04,5
37.0,15.0,0.0,2015-04-05,6
0.0,0.0,0.0,2015-04-06,0
23.0,8.0,0.0,2015-04-07,1
93.0,47.0,36.0,2015-04-08,2
93.0,33.0,12.0,2015-04-09,3
105.0,34.0,0.0,2015-04-10,4
103.0,42.0,0.0,2015-04-11,5
119.0,31.0,0.0,2015-04-12,6
108.0,0.0,108.0,2015-04-13,0
180.0,21.0,116.0,2015-04-14,1
92.0,27.0,16.0,2015-04-15,2
73.0,19.0,0.0,2015-04-16,3
143.0,8.0,128.0,2015-04-17,4
154.0,4.0,128.0,2015-04-18,5
117.0,32.0,0.0,2015-04-19,6
0.0,0.0,0.0,2015-04-20,0
70.0,32.0,0.0,2015-04-21,1
65.0,18.0,16.0,2015-04-22,2
0.0,0.0,0.0,2015-04-23,3
89.0,26.0,0.0,2015-04-24,4
120.0,27.0,55.0,2015-04-25,5
132.0,38.0,0.0,2015-04-26,6
92.0,0.0,92.0,2015-04-27,0
87.0,38.0,12.0,2015-04-28,1
83.0,28.0,0.0,2015-04-29,2
67.0,13.0,0.0,2015-04-30,3
131.0,30.0,0.0,2015-05-01,4
99.0,30.0,0.0,2015-05-02,5
127.0,28.0,0.0,2015-05-03,6
114.0,0.0,114.0,2015-05-04,0
128.0,3.0,114.0,2015-05-05,1
68.0,28.0,0.0,2015-05-06,2
70.0,12.0,12.0,2015-05-07,3
134.0,48.0,0.0,2015-05-08,4
133.0,21.0,44.0,2015-05-09,5
67.0,31.0,0.0,2015-05-10,6
146.0,0.0,146.0,2015-05-11,0
53.0,28.0,0.0,2015-05-12,1
50.0,13.0,0.0,2015-05-13,2
75.0,16.0,16.0,2015-05-14,3
123.0,34.0,0.0,2015-05-15,4
129.0,32.0,73.0,2015-05-16,5
121.0,21.0,65.0,2015-05-17,6
52.0,0.0,52.0,2015-05-18,0
54.0,24.0,0.0,2015-05-19,1
70.0,33.0,0.0,2015-05-20,2
89.0,34.0,30.0,2015-05-21,3
110.0,39.0,0.0,2015-05-22,4
112.0,35.0,0.0,2015-05-23,5
121.0,33.0,0.0,2015-05-24,6
166.0,44.0,0.0,2015-05-25,0
0.0,0.0,0.0,2015-05-26,1
91.0,23.0,0.0,2015-05-27,2
69.0,2.0,52.0,2015-05-28,3
117.0,31.0,0.0,2015-05-29,4
125.0,31.0,0.0,2015-05-30,5
151.0,26.0,0.0,2015-05-31,6
114.0,0.0,114.0,2015-06-01,0
94.0,32.0,0.0,2015-06-02,1
86.0,28.0,0.0,2015-06-03,2
87.0,7.0,44.0,2015-06-04,3
143.0,23.0,16.0,2015-06-05,4
141.0,1.0,120.0,2015-06-06,5
153.0,5.0,120.0,2015-06-07,6
100.0,0.0,100.0,2015-06-08,0
89.0,14.0,44.0,2015-06-09,1
107.0,9.0,92.0,2015-06-10,2
124.0,3.0,92.0,2015-06-11,3
150.0,8.0,92.0,2015-06-12,4
115.0,39.0,0.0,2015-06-13,5
130.0,62.0,0.0,2015-06-14,6
140.0,0.0,144.0,2015-06-15,0
27.0,17.0,0.0,2015-06-16,1
109.0,32.0,0.0,2015-06-17,2
118.0,0.0,118.0,2015-06-18,3
146.0,10.0,96.0,2015-06-19,4
119.0,32.0,0.0,2015-06-20,5
151.0,48.0,0.0,2015-06-21,6
65.0,0.0,65.0,2015-06-22,0
86.0,25.0,0.0,2015-06-23,1
90.0,25.0,0.0,2015-06-24,2
53.0,9.0,0.0,2015-06-25,3
116.0,22.0,0.0,2015-06-26,4
123.0,28.0,0.0,2015-06-27,5
112.0,30.0,0.0,2015-06-28,6
114.0,0.0,114.0,2015-06-29,0
71.0,8.0,33.0,2015-06-30,1
78.0,22.0,0.0,2015-07-01,2
107.0,14.0,37.0,2015-07-02,3
128.0,44.0,0.0,2015-07-03,4
126.0,39.0,0.0,2015-07-04,5
122.0,30.0,0.0,2015-07-05,6
168.0,0.0,168.0,2015-07-06,0
73.0,26.0,0.0,2015-07-07,1
77.0,12.0,0.0,2015-07-08,2
108.0,2.0,80.0,2015-07-09,3
110.0,22.0,0.0,2015-07-10,4
155.0,61.0,22.0,2015-07-11,5
126.0,12.0,84.0,2015-07-12,6
124.0,0.0,124.0,2015-07-13,0
82.0,25.0,0.0,2015-07-14,1
88.0,26.0,0.0,2015-07-15,2
68.0,5.0,27.0,2015-07-16,3
108.0,25.0,0.0,2015-07-17,4
88.0,19.0,44.0,2015-07-18,5
100.0,32.0,0.0,2015-07-19,6
145.0,0.0,145.0,2015-07-20,0
128.0,20.0,92.0,2015-07-21,1
87.0,19.0,0.0,2015-07-22,2
93.0,20.0,34.0,2015-07-23,3
105.0,32.0,0.0,2015-07-24,4
112.0,29.0,36.0,2015-07-25,5
85.0,27.0,0.0,2015-07-26,6
116.0,0.0,116.0,2015-07-27,0
78.0,25.0,0.0,2015-07-28,1
50.0,6.0,0.0,2015-07-29,2
91.0,37.0,32.0,2015-07-30,3
110.0,35.0,0.0,2015-07-31,4
100.0,31.0,0.0,2015-08-01,5
126.0,40.0,0.0,2015-08-02,6
0.0,0.0,0.0,2015-08-03,0
73.0,31.0,0.0,2015-08-04,1
71.0,23.0,0.0,2015-08-05,2
79.0,12.0,26.0,2015-08-06,3
97.0,26.0,27.0,2015-08-07,4
129.0,24.0,28.0,2015-08-08,5
112.0,31.0,0.0,2015-08-09,6
94.0,0.0,94.0,2015-08-10,0
103.0,34.0,0.0,2015-08-11,1
134.0,5.0,84.0,2015-08-12,2
93.0,29.0,12.0,2015-08-13,3
130.0,39.0,0.0,2015-08-14,4
95.0,24.0,0.0,2015-08-15,5
99.0,13.0,0.0,2015-08-16,6
120.0,0.0,120.0,2015-08-17,0
64.0,28.0,0.0,2015-08-18,1
80.0,18.0,0.0,2015-08-19,2
