0	30535	30
1	38116	76
2	39937	120
3	40836	164
4	42287	212
5	43790	264
6	44364	312
7	44057	355
8	43977	399
9	43479	439
10	43482	483
11	43801	532
12	43905	578
13	43799	621
14	43897	668
15	43672	710
16	43706	755
17	43600	799
18	43760	847
19	44138	900
20	44162	947
21	44217	994
22	43955	1034
23	44030	1082
24	44036	1129
25	43975	1173
26	44089	1223
27	43726	1259
28	43683	1304
29	43647	1349
30	43678	1397
31	43626	1442
32	43610	1488
33	43553	1532
34	43513	1578
35	43534	1625
36	43500	1671
37	43582	1721
38	43560	1767
39	43543	1814
40	43613	1864
41	43754	1918
42	43670	1962
43	43658	2009
44	43703	2059
45	43706	2107
46	43607	2150
47	43600	2198
48	43528	2242
49	43477	2288
50	43437	2334
51	43378	2379
52	43413	2429
53	43381	2476
54	43367	2524
55	43357	2572
56	43395	2623
57	43351	2669
58	43316	2715
59	43275	2762
60	43255	2810
61	43226	2857
62	43182	2903
63	43069	2944
64	43013	2990
65	42968	3036
66	42891	3080
67	42836	3125
68	42778	3170
69	42794	3221
70	42886	3277
71	42857	3325
72	42794	3369
73	42754	3416
74	42692	3461
75	42620	3505
76	42536	3548
77	42482	3593
78	42439	3640
79	42401	3687
80	42397	3736
81	42348	3782
82	42311	3829
83	42256	3875
84	42221	3922
85	42180	3968
86	42124	4014
87	41968	4049
88	41915	4094
89	41863	4140
90	41792	4183
91	41735	4228
92	41688	4274
93	41657	4322
94	41653	4372
95	41613	4419
96	41568	4465
97	41518	4510
98	41450	4554
99	41394	4599
100	41357	4646
101	41310	4692
102	41274	4739
103	41214	4783
104	41212	4834
105	41144	4878
106	41094	4923
107	41020	4966
108	40995	5015
109	40950	5061
110	40910	5108
111	40883	5156
112	40839	5202
113	40776	5246
114	40715	5290
115	40666	5336
116	40629	5383
117	40589	5430
118	40540	5475
119	40495	5522
120	40438	5566
121	40393	5612
122	40339	5657
123	40335	5709
124	40289	5755
125	40234	5800
126	40195	5847
127	40145	5892
128	40092	5937
129	39978	5973
130	39928	6019
131	39845	6059
132	39827	6109
133	39793	6157
134	39768	6206
135	39735	6254
136	39703	6302
137	39605	6340
138	39560	6386
139	39503	6430
140	39477	6480
141	39428	6525
142	39378	6570
143	39338	6617
144	39281	6661
145	39226	6706
146	39171	6750
147	39122	6795
148	39077	6842
149	39049	6891
150	39022	6940
151	38975	6986
152	38930	7032
153	38881	7077
154	38853	7126
155	38791	7169
156	38744	7215
157	38710	7263
158	38662	7309
159	38621	7356
160	38571	7401
161	38517	7446
162	38466	7491
163	38388	7530
164	38347	7577
165	38306	7624
166	38274	7673
167	38241	7721
168	38146	7757
169	38108	7805
170	38082	7855
171	38038	7901
172	37996	7948
173	37958	7996
174	37917	8043
175	37871	8089
176	37822	8134
177	37779	8181
178	37733	8226
179	37687	8272
180	37642	8318
181	37597	8365
182	37552	8411
183	37505	8457
184	37459	8503
185	37420	8550
186	37372	8596
187	37334	8643
188	37323	8697
189	37275	8743
190	37237	8791
191	37189	8837
192	37136	8881
193	37096	8928
194	37050	8974
195	36998	9019
196	36947	9064
197	36907	9111
198	36857	9156
199	36810	9202
200	36762	9248
201	36709	9292
202	36654	9336
203	36604	9381
204	36559	9427
205	36519	9474
206	36476	9521
207	36394	9558
208	36348	9604
209	36299	9649
210	36224	9687
211	36172	9731
212	36129	9778
213	36078	9822
214	36055	9875
215	36008	9920
216	35968	9968
217	35917	10012
218	35873	10059
219	35798	10097
220	35752	10142
221	35717	10191
222	35680	10240
223	35650	10290
224	35605	10336
225	35561	10383
226	35508	10427
227	35456	10471
228	35408	10516
229	35367	10564
230	35330	10612
231	35310	10666
232	35257	10710
233	35206	10755
234	35245	10827
235	35238	10885
236	35207	10936
237	35163	10982
238	35096	11022
239	35042	11066
240	34990	11110
241	34941	11155
242	34896	11202
243	34859	11250
244	34797	11291
245	34751	11338
246	34702	11383
247	34650	11427
248	34603	11472
249	34571	11523
250	34709	11631
251	34895	11756
252	34933	11831
253	34881	11876
254	34837	11924
255	34789	11970
256	34738	12015
257	34683	12059
258	34630	12104
259	34585	12151
260	34529	12194
261	34476	12239
262	34424	12284
263	34370	12328
264	34321	12374
265	34271	12419
266	34212	12462
267	34168	12509
268	34125	12557
269	34078	12604
270	34029	12650
271	33989	12699
272	33936	12743
273	33897	12793
274	33893	12856
275	33812	12890
276	33771	12938
277	33722	12984
278	33668	13028
279	33615	13072
280	33563	13117
281	33524	13166
282	33478	13214
283	33430	13260
284	33382	13306
285	33335	13352
286	33284	13397
287	33234	13443
288	33181	13487
289	33131	13532
290	33085	13579
291	33012	13615
292	32974	13665
293	32921	13709
294	32872	13755
295	32832	13804
296	32781	13849
297	32741	13898
298	32693	13944
299	32645	13990
300	32598	14037
301	32550	14083
302	32496	14126
303	32447	14172
304	32394	14216
305	32325	14253
306	32279	14299
307	32246	14352
308	32205	14401
309	32157	14447
310	32109	14493
311	32063	14540
312	32010	14584
313	31963	14630
314	31917	14677
315	31870	14723
316	31823	14770
317	31772	14814
318	31727	14862
319	31677	14906
320	31612	14944
321	31567	14992
322	31518	15037
323	31471	15084
324	31433	15134
325	31400	15187
326	31351	15233
327	31298	15276
328	31257	15325
329	31211	15372
330	31164	15419
331	31116	15465
332	31076	15515
333	31032	15562
334	30983	15608
335	30937	15655
336	30888	15700
337	30843	15747
338	30795	15793
339	30746	15839
340	30692	15881
341	30643	15927
342	30611	15981
343	30562	16026
344	30516	16073
345	30470	16120
346	30422	16166
347	30374	16211
348	30324	16257
349	30276	16302
350	30228	16348
351	30158	16382
352	30109	16427
353	30060	16472
354	30014	16519
355	29968	16566
356	29916	16610
357	29880	16662
358	29835	16709
359	29792	16758
360	29747	16805
361	29700	16851
362	29653	16898
363	29608	16945
364	29562	16992
365	29496	17027
366	29447	17073
367	29397	17117
368	29339	17157
369	29293	17203
370	29243	17248
371	29195	17294
372	29144	17338
373	29096	17383
374	29045	17427
375	28996	17472
376	28949	17518
377	28901	17563
378	28856	17611
379	28813	17659
380	28762	17703
381	28712	17747
382	28686	17807
383	28629	17846
384	28584	17894
385	28542	17943
386	28496	17990
387	28448	18036
388	28399	18080
389	28350	18125
390	28300	18170
391	28251	18214
392	28210	18265
393	28163	18311
394	28120	18359
395	28073	18405
396	28024	18450
397	27975	18495
398	27928	18541
399	27878	18585
400	27833	18632
401	27788	18680
402	27741	18726
403	27702	18778
404	27661	18828
405	27605	18868
406	27549	18908
407	27483	18941
408	27441	18990
409	27394	19036
410	27348	19083
411	27301	19129
412	27254	19175
413	27205	19219
414	27160	19267
415	27115	19314
416	27063	19357
417	27018	19405
418	26978	19456
419	26934	19503
420	26887	19550
421	26838	19595
422	26793	19642
423	26748	19689
424	26700	19735
425	26655	19782
426	26610	19829
427	26563	19876
428	26521	19925
429	26460	19961
430	26412	20006
431	26363	20051
432	26317	20098
433	26263	20138
434	26218	20185
435	26174	20234
436	26125	20278
437	26077	20323
438	26028	20368
439	25978	20411
440	25932	20458
441	25885	20504
442	25839	20550
443	25794	20598
444	25749	20645
445	25698	20688
446	25651	20734
447	25603	20779
448	25555	20824
449	25508	20870
450	25461	20916
451	25417	20964
452	25367	21008
453	25317	21051
454	25270	21096
455	25223	21142
456	25174	21187
457	25131	21236
458	25084	21282
459	25039	21329
460	24991	21374
461	24941	21418
462	24896	21466
463	24847	21510
464	24801	21556
465	24754	21602
466	24707	21648
467	24661	21694
468	24613	21739
469	24565	21784
470	24516	21828
471	24472	21876
472	24429	21926
473	24386	21975
474	24340	22022
475	24294	22069
476	24245	22112
477	24198	22158
478	24150	22203
479	24105	22250
480	24057	22296
481	24013	22344
482	23968	22392
483	23921	22438
484	23874	22484
485	23826	22528
486	23778	22573
487	23733	22620
488	23688	22668
489	23643	22716
490	23600	22766
491	23553	22811
492	23505	22856
493	23456	22900
494	23407	22943
495	23363	22992
496	23316	23038
497	23269	23083
498	23227	23134
499	23182	23182
500	23136	23228
501	23088	23274
502	23041	23319
503	22993	23364
504	22951	23415
505	22908	23465
506	22850	23499
507	22804	23546
508	22756	23590
509	22696	23622
510	22649	23668
511	22601	23713
512	22559	23763
513	22515	23812
514	22468	23858
515	22421	23903
516	22373	23948
517	22324	23992
518	22279	24039
519	22231	24084
520	22190	24136
521	22144	24182
522	22098	24229
523	22052	24275
524	22005	24321
525	21954	24363
526	21906	24407
527	21858	24452
528	21820	24507
529	21778	24559
530	21733	24606
531	21686	24652
532	21638	24696
533	21592	24743
534	21552	24796
535	21494	24830
536	21448	24877
537	21403	24924
538	21360	24975
539	21314	25021
540	21266	25065
541	21219	25110
542	21173	25157
543	21125	25202
544	21079	25249
545	21032	25294
546	20986	25341
547	20940	25387
548	20893	25433
549	20848	25481
550	20800	25525
551	20754	25572
552	20709	25620
553	20665	25670
554	20618	25715
555	20571	25760
556	20524	25806
557	20477	25851
558	20429	25895
559	20384	25943
560	20336	25988
561	20290	26035
562	20246	26084
563	20200	26130
564	20153	26176
565	20109	26225
566	20062	26270
567	20016	26317
568	19969	26363
569	19923	26410
570	19876	26456
571	19830	26502
572	19781	26545
573	19733	26589
574	19685	26633
575	19639	26679
576	19593	26726
577	19547	26774
578	19501	26820
579	19455	26867
580	19407	26911
581	19360	26956
582	19313	27001
583	19265	27045
584	19219	27092
585	19172	27137
586	19125	27183
587	19080	27231
588	19042	27290
589	18995	27335
590	18948	27379
591	18901	27426
592	18856	27473
593	18809	27519
594	18765	27569
595	18719	27615
596	18672	27660
597	18625	27706
598	18577	27749
599	18529	27794
600	18484	27842
601	18437	27888
602	18391	27934
603	18344	27980
604	18300	28029
605	18251	28072
606	18203	28116
607	18156	28160
608	18109	28206
609	18063	28252
610	18018	28300
611	17970	28345
612	17923	28390
613	17875	28433
614	17828	28478
615	17781	28523
616	17737	28573
617	17691	28621
618	17644	28666
619	17597	28712
620	17550	28756
621	17503	28801
622	17455	28845
623	17409	28892
624	17362	28937
625	17318	28988
626	17272	29034
627	17224	29078
628	17177	29122
629	17130	29167
630	17082	29211
631	17037	29259
632	16990	29304
633	16944	29351
634	16897	29397
635	16852	29445
636	16806	29492
637	16759	29537
638	16711	29581
639	16666	29628
640	16619	29674
641	16579	29731
642	16532	29777
643	16485	29821
644	16438	29867
645	16391	29912
646	16344	29957
647	16299	30006
648	16254	30055
649	16210	30104
650	16163	30150
651	16116	30196
652	16069	30239
653	16024	30288
654	15977	30333
655	15931	30380
656	15885	30427
657	15839	30474
658	15792	30520
659	15746	30566
660	15699	30612
661	15652	30656
662	15605	30701
663	15563	30755
664	15524	30816
665	15480	30868
666	15434	30915
667	15390	30965
668	15343	31012
669	15296	31056
670	15248	31100
671	15202	31146
672	15155	31191
673	15109	31238
674	15063	31284
675	15016	31330
676	14969	31375
677	14922	31419
678	14874	31462
679	14827	31508
680	14781	31554
681	14735	31601
682	14689	31650
683	14643	31697
684	14596	31742
685	14550	31789
686	14503	31834
687	14458	31882
688	14412	31929
689	14365	31975
690	14319	32021
691	14271	32065
692	14224	32108
693	14177	32155
694	14130	32199
695	14083	32243
696	14037	32289
697	13990	32336
698	13944	32382
699	13899	32431
700	13852	32476
701	13805	32521
702	13758	32566
703	13712	32614
704	13666	32661
705	13621	32710
706	13576	32758
707	13529	32805
708	13482	32849
709	13435	32893
710	13388	32938
711	13342	32985
712	13295	33030
713	13251	33081
714	13205	33129
715	13159	33176
716	13112	33221
717	13065	33266
718	13019	33312
719	12972	33358
720	12926	33404
721	12879	33449
722	12832	33495
723	12785	33539
724	12740	33588
725	12693	33634
726	12646	33678
727	12599	33723
728	12553	33768
729	12506	33814
730	12460	33861
731	12414	33907
732	12367	33953
733	12321	34001
734	12274	34044
735	12227	34089
736	12181	34136
737	12135	34183
738	12088	34228
739	12042	34275
740	11996	34321
741	11949	34365
742	11902	34409
743	11855	34454
744	11809	34502
745	11763	34550
746	11718	34599
747	11672	34645
748	11625	34692
749	11579	34737
750	11531	34781
751	11485	34826
752	11438	34871
753	11392	34916
754	11346	34967
755	11300	35013
756	11253	35057
757	11207	35103
758	11160	35149
759	11114	35195
760	11067	35241
761	11021	35288
762	10975	35333
763	10928	35379
764	10882	35426
765	10836	35472
766	10789	35516
767	10742	35559
768	10696	35607
769	10649	35653
770	10605	35706
771	10560	35758
772	10514	35803
773	10466	35846
774	10420	35892
775	10373	35937
776	10327	35983
777	10281	36031
778	10237	36085
779	10190	36130
780	10143	36175
781	10098	36223
782	10051	36268
783	10005	36314
784	9961	36372
785	9915	36418
786	9869	36464
787	9822	36511
788	9775	36554
789	9729	36599
790	9682	36644
791	9636	36692
792	9592	36748
793	9543	36784
794	9497	36831
795	9450	36875
796	9403	36919
797	9356	36963
798	9311	37015
799	9267	37069
800	9221	37115
801	9174	37161
802	9128	37209
803	9081	37253
804	9035	37298
805	8988	37342
806	8942	37390
807	8895	37435
808	8849	37483
809	8803	37531
810	8757	37578
811	8711	37625
812	8664	37670
813	8617	37712
814	8570	37755
815	8524	37802
816	8478	37850
817	8431	37896
818	8385	37944
819	8339	37990
820	8292	38036
821	8246	38083
822	8200	38128
823	8153	38174
824	8107	38220
825	8061	38266
826	8014	38312
827	7967	38356
828	7921	38402
829	7874	38445
830	7827	38490
831	7781	38538
832	7735	38586
833	7689	38632
834	7643	38679
835	7596	38726
836	7550	38771
837	7504	38817
838	7457	38860
839	7410	38906
840	7364	38952
841	7318	38998
842	7271	39045
843	7225	39089
844	7178	39135
845	7132	39181
846	7085	39225
847	7039	39270
848	6992	39318
849	6947	39367
850	6901	39416
851	6854	39460
852	6807	39503
853	6761	39551
854	6714	39594
855	6668	39639
856	6622	39687
857	6575	39733
858	6529	39778
859	6482	39822
860	6436	39867
861	6389	39912
862	6343	39956
863	6296	40004
864	6252	40060
865	6205	40107
866	6159	40154
867	6113	40203
868	6067	40250
869	6021	40296
870	5974	40341
871	5928	40387
872	5882	40434
873	5835	40480
874	5789	40526
875	5743	40572
876	5696	40616
877	5650	40662
878	5603	40707
879	5557	40754
880	5511	40802
881	5465	40848
882	5418	40896
883	5372	40940
884	5325	40984
885	5279	41032
886	5233	41076
887	5186	41123
888	5140	41171
889	5094	41217
890	5048	41264
891	5001	41309
892	4955	41356
893	4908	41400
894	4862	41447
895	4816	41492
896	4770	41543
897	4724	41589
898	4677	41636
899	4633	41698
900	4586	41742
901	4540	41786
902	4493	41831
903	4447	41877
904	4400	41924
905	4354	41969
906	4308	42017
907	4261	42064
908	4215	42108
909	4168	42152
910	4122	42201
911	4076	42249
912	4030	42295
913	3984	42343
914	3937	42389
915	3891	42434
916	3845	42481
917	3798	42525
918	3752	42569
919	3705	42617
920	3659	42667
921	3613	42718
922	3566	42757
923	3519	42792
924	3472	42825
925	3425	42868
926	3379	42916
927	3333	42961
928	3286	43008
929	3240	43054
930	3195	43115
931	3149	43160
932	3102	43204
933	3056	43253
934	3011	43319
935	2965	43376
936	2920	43431
937	2873	43475
938	2827	43520
939	2780	43565
940	2734	43612
941	2688	43660
942	2641	43707
943	2595	43753
944	2549	43798
945	2502	43843
946	2456	43889
947	2409	43933
948	2363	43979
949	2317	44029
950	2270	44074
951	2224	44121
952	2178	44166
953	2131	44211
954	2085	44255
955	2038	44298
956	1992	44346
957	1946	44394
958	1899	44440
959	1853	44486
960	1807	44536
961	1761	44582
962	1714	44628
963	1668	44672
964	1622	44732
965	1576	44778
966	1529	44828
967	1483	44875
968	1437	44922
969	1390	44969
970	1344	45014
971	1298	45061
972	1251	45106
973	1205	45152
974	1159	45202
975	1112	45248
976	1066	45293
977	1019	45339
978	973	45384
979	927	45430
980	880	45476
981	834	45525
982	788	45572
983	741	45621
984	695	45667
985	649	45714
986	602	45758
987	556	45805
988	509	45852
989	463	45899
990	417	45943
991	370	45988
992	324	46036
993	278	46084
994	231	46130
995	185	46177
996	139	46225
997	92	46272
998	46	46322
999	0	46369
