iter	RMSE
241	20.57953865
242	20.57210752
243	20.55420614
244	20.5503839
245	20.54021026
246	20.52518561
247	20.51791504
248	20.50291925
249	20.49613853
250	20.48467317
251	20.47582039
252	20.46698194
253	20.45114271
254	20.43710152
255	20.42987684
256	20.42444223
257	20.41262015
258	20.40146238
259	20.39314332
260	20.38586201
261	20.37170243
262	20.36360301
263	20.35253251
264	20.34027201
265	20.32829046
266	20.32493157
267	20.31313139
268	20.31165568
269	20.30499111
270	20.29920467
271	20.29617371
272	20.2910478
273	20.28620571
274	20.27763719
275	20.27273456
276	20.26681121
277	20.2554164
278	20.23697771
279	20.23513759
280	20.23134824
281	20.22143077
282	20.2085323
283	20.19986499
284	20.19306441
285	20.17721325
286	20.17235598
287	20.16589919
288	20.15928208
289	20.15368361
290	20.14698768
291	20.14644481
292	20.13368402
293	20.12561556
294	20.11930224
295	20.11530432
296	20.11392342
297	20.09260793
298	20.07995885
299	20.07352994
300	20.066308
301	20.05921133
302	20.05093994
303	20.03966298
304	20.03764578
305	20.0356326
306	20.03134647
307	20.01761391
308	20.01041763
309	19.99952524
310	19.99182277
311	19.9840038
312	19.97927019
313	19.9709481
314	19.96323583
315	19.95862575
316	19.95262018
317	19.94919788
318	19.94113723
319	19.93668122
320	19.93572433
321	19.93241244
322	19.92243526
323	19.91571223
324	19.90697944
325	19.89679157
326	19.89208922
327	19.89157537
328	19.87882898
329	19.87062784
330	19.86449078
331	19.85294863
332	19.84642597
333	19.8400421
334	19.83291772
335	19.82974363
336	19.82173864
337	19.81756828
338	19.81036589
339	19.80821951
340	19.80500333
341	19.79680823
342	19.78545736
343	19.7746993
344	19.77358351
345	19.76823471
346	19.75723844
347	19.74526118
348	19.73509068
349	19.73203846
350	19.7264214
351	19.72628497
352	19.72035867
353	19.71599932
354	19.70355199
355	19.69807983
356	19.69770586
357	19.6909165
358	19.68226487
359	19.67741562
360	19.66538617
361	19.65810945
362	19.64605484
363	19.63861121
364	19.6268306
365	19.62656051
366	19.62400827
367	19.61560253
368	19.61121832
369	19.60811286
370	19.59998244
371	19.59433111
372	19.58844514
373	19.57768933
374	19.56842359
375	19.55974969
376	19.5539122
377	19.54601024
378	19.53818899
379	19.53044158
380	19.5217061
381	19.52157425
382	19.51191053
383	19.50955863
384	19.50048383
385	19.49698184
386	19.49088563
387	19.48780764
388	19.47864127
389	19.47371632
390	19.4623841
391	19.45631047
392	19.44318163
393	19.44271277
394	19.43615385
395	19.42774438
396	19.41782878
397	19.41771265
398	19.40433549
399	19.38837572
400	19.38029915
401	19.37180953
402	19.36481941
403	19.36287845
404	19.35697563
405	19.34972497
406	19.3388049
407	19.33589215
408	19.33548153
409	19.33031047
410	19.3198218
411	19.31326949
412	19.30934681
413	19.30207601
414	19.28936458
415	19.27984717
416	19.27959959
417	19.2732531
418	19.26733757
419	19.25620969
420	19.24765057
421	19.23966186
422	19.23564474
423	19.2301922
424	19.2264432
425	19.22308495
426	19.21558118
427	19.2069782
428	19.20085885
429	19.20078317
430	19.19578699
431	19.18931726
432	19.18262569
433	19.18205699
434	19.17915929
435	19.17237796
436	19.1692977
437	19.16067972
438	19.15356583
439	19.15161157
440	19.13810334
441	19.12766866
442	19.11960503
443	19.11176543
444	19.10377317
445	19.09836687
446	19.08901406
447	19.08416282
448	19.07941808
449	19.07314911
450	19.06498829
451	19.05814655
452	19.05788515
453	19.05262419
454	19.04877805
455	19.04553985
456	19.04293247
457	19.03542043
458	19.02918606
459	19.02202134
460	19.01826326
461	19.01294189
462	19.00773629
463	19.000222
464	18.99333525
465	18.9916989
466	18.98861093
467	18.98005524
468	18.96431244
469	18.9547409
470	18.95104327
471	18.94252303
472	18.9381936
473	18.92594724
474	18.92125896
475	18.91896361
476	18.91308148
477	18.90666945
478	18.90032962
479	18.88842636
480	18.88796802
481	18.88415228
482	18.87193355
483	18.86505956
484	18.85621314
485	18.85077457
486	18.8460728
487	18.83839454
488	18.8295176
489	18.82441606
490	18.81989084
491	18.81313391
492	18.80768087
493	18.80259337
494	18.80176117
495	18.79609173
496	18.79235895
497	18.78402915
498	18.77487037
499	18.76552801
500	18.76161995
501	18.75365767
502	18.74826242
503	18.74315814
504	18.73114788
505	18.72743845
506	18.72365935
507	18.72238816
508	18.71396116
509	18.71393515
510	18.7130076
511	18.70812421
512	18.69890237
513	18.69248656
514	18.68166153
515	18.67930068
516	18.67373258
517	18.66953405
518	18.66097628
519	18.6530672
520	18.64749687
521	18.64138278
522	18.63730681
523	18.63045132
524	18.62382406
525	18.62181695
526	18.61815524
527	18.60790287
528	18.59924235
529	18.59663227
530	18.58905819
531	18.58403493
532	18.57812886
533	18.57234775
534	18.56241694
535	18.55698417
536	18.552587
537	18.54797978
538	18.54280849
539	18.53491832
540	18.52593857
541	18.51985135
542	18.51224911
543	18.50557797
544	18.50498647
545	18.4985654
546	18.49466894
547	18.48922315
548	18.48316266
549	18.47839346
550	18.4715004
551	18.46688669
552	18.46122599
553	18.45342687
554	18.45006957
555	18.4414124
556	18.43453056
557	18.42800337
558	18.42289988
559	18.41876565
560	18.41242895
561	18.40312578
562	18.39521562
563	18.38942258
564	18.3831234
565	18.37395898
566	18.35937327
567	18.35277684
568	18.34510911
569	18.33597355
570	18.33061602
571	18.32824743
572	18.3201089
573	18.3137228
574	18.31002891
575	18.30413414
576	18.29840725
577	18.29028233
578	18.27590338
579	18.2679153
580	18.26032834
581	18.25345382
582	18.24585853
583	18.24031727
584	18.23541556
585	18.23018323
586	18.2268891
587	18.22113763
588	18.21736594
589	18.21616699
590	18.21119545
591	18.20438458
592	18.19837816
593	18.19426083
594	18.18626408
595	18.18048093
596	18.17080715
597	18.16115776
598	18.15637044
599	18.15207054
600	18.14536154
601	18.13667837
602	18.13600426
603	18.1283519
604	18.1258927
605	18.11955548
606	18.10859716
607	18.10663496
608	18.10076944
609	18.08977933
610	18.08553282
611	18.08056771
612	18.07683942
613	18.073738
614	18.07098213
615	18.06878794
616	18.06282293
617	18.05252114
618	18.04760003
619	18.04455655
620	18.04045765
621	18.03369668
622	18.02718994
623	18.01916918
624	18.01025059
625	18.00705486
626	18.00019564
627	17.994483
628	17.99110752
629	17.98735883
630	17.98198056
631	17.98025189
632	17.97251834
633	17.96963434
634	17.95977874
635	17.9508669
636	17.9446337
637	17.9395774
638	17.93075721
639	17.92217311
640	17.91510225
641	17.90771516
642	17.9074261
643	17.90459175
644	17.89999528
645	17.89543755
646	17.8925022
647	17.88526463
648	17.87995952
649	17.87670524
650	17.87530757
651	17.87235636
652	17.86623908
653	17.86021263
654	17.85811176
655	17.85439078
656	17.84672469
657	17.83658062
658	17.82853305
659	17.82214878
660	17.81858448
661	17.81354925
662	17.81176539
663	17.80552536
664	17.80040262
665	17.7960196
666	17.79410283
667	17.78867602
668	17.78431171
669	17.77531585
670	17.77330276
671	17.76722413
672	17.76054743
673	17.75693438
674	17.74508731
675	17.7375807
676	17.7332667
677	17.72218787
678	17.71797786
679	17.71174963
680	17.70443356
681	17.69955808
682	17.69432876
683	17.68894222
684	17.68437646
685	17.67951736
686	17.67752182
687	17.67364878
688	17.66957611
689	17.66791221
690	17.66206315
691	17.65939825
692	17.65892712
693	17.65498266
694	17.65157912
695	17.64407151
696	17.64160413
697	17.63712296
698	17.6338823
699	17.62636107
700	17.62331292
701	17.6193251
702	17.61464828
703	17.61079899
704	17.60191658
705	17.60015958
706	17.59600191
707	17.59285324
708	17.58864149
709	17.58182504
710	17.57958769
711	17.57530336
712	17.57026334
713	17.56199805
714	17.55978465
715	17.55453859
716	17.55215397
717	17.55102183
718	17.54664693
719	17.54250042
720	17.54206804
721	17.54125693
722	17.53889882
723	17.53782771
724	17.53132299
725	17.52559177
726	17.52338658
727	17.51887821
728	17.51441302
729	17.50818158
730	17.50262921
731	17.49785377
732	17.49226258
733	17.48821475
734	17.48662219
735	17.48484253
736	17.47927592
737	17.47445894
738	17.47242708
739	17.46993625
740	17.46666574
741	17.46353663
742	17.45915228
743	17.45754003
744	17.44924687
745	17.44632343
746	17.44496365
747	17.44082491
748	17.438991
749	17.43866781
750	17.43830705
751	17.43132724
752	17.42569964
753	17.42184093
754	17.41578904
755	17.41213185
756	17.40587919
757	17.40050285
758	17.39485526
759	17.38866702
760	17.38669023
761	17.37654223
762	17.37395599
763	17.37043438
764	17.3611933
765	17.35570851
766	17.35251722
767	17.34443169
768	17.33842937
769	17.33438052
770	17.33024694
771	17.32820965
772	17.32460766
773	17.31877474
774	17.31640831
775	17.31271027
776	17.30788428
777	17.30302951
778	17.2992806
779	17.29259349
780	17.28704793
781	17.28316575
782	17.27719982
783	17.27485972
784	17.26823184
785	17.2639814
786	17.2591463
787	17.25237761
788	17.25101826
789	17.24468177
790	17.24163298
791	17.2379619
792	17.2343634
793	17.22880502
794	17.22043521
795	17.21446664
796	17.209788
797	17.20554689
798	17.2015669
799	17.19693795
800	17.19566548
801	17.19342018
802	17.17984341
803	17.1754826
804	17.17419089
805	17.17303682
806	17.17006089
807	17.16391845
808	17.15881624
809	17.14844173
810	17.14055142
811	17.13012608
812	17.12407044
813	17.1211537
814	17.11909155
815	17.11561921
816	17.11325688
817	17.10620002
818	17.09985883
819	17.09822878
820	17.09016496
821	17.08624331
822	17.08177331
823	17.07855598
824	17.0744808
825	17.07136396
826	17.06330883
827	17.05691959
828	17.05379798
829	17.04531773
830	17.03982688
831	17.03566333
832	17.02802587
833	17.02659999
834	17.02219943
835	17.017357
836	17.01250714
837	17.01048785
838	17.00702334
839	17.00258027
840	16.99532752
841	16.99117894
842	16.98108421
843	16.97518815
844	16.97076005
845	16.96484046
846	16.95591385
847	16.95338375
848	16.94876379
849	16.94746193
850	16.94374314
851	16.94160101
852	16.93899433
853	16.93050719
854	16.92319339
855	16.92165947
856	16.91769501
857	16.91346169
858	16.90977768
859	16.90468448
860	16.89900268
861	16.89028115
862	16.88612835
863	16.88261668
864	16.87845962
865	16.87304137
866	16.86687779
867	16.86248847
868	16.85884431
869	16.85286267
870	16.84877131
871	16.84728959
872	16.84090403
873	16.83748787
874	16.83361391
875	16.82696979
876	16.82280578
877	16.82116533
878	16.81671049
879	16.8110227
880	16.80685025
881	16.80290021
882	16.80227247
883	16.79757753
884	16.78980004
885	16.78546277
886	16.78128902
887	16.78017749
888	16.77365262
889	16.7716219
890	16.76144673
891	16.75892943
892	16.74705756
893	16.74499516
894	16.73749303
895	16.7330433
896	16.72606712
897	16.71987824
898	16.70858229
899	16.7072235
900	16.70436325
901	16.69756326
902	16.69354796
903	16.68924227
904	16.67832092
905	16.67346074
906	16.67075942
907	16.66950326
908	16.66666093
909	16.66233235
910	16.65876114
911	16.6553741
912	16.65165837
913	16.64867086
914	16.6417724
915	16.63924484
916	16.63623525
917	16.6305861
918	16.62858181
919	16.62137529
920	16.61684699
921	16.60858267
922	16.60265667
923	16.59850899
924	16.59382866
925	16.58572465
926	16.57923624
927	16.57567661
928	16.57375739
929	16.57231913
930	16.56680645
931	16.5634314
932	16.55963075
933	16.55820186
934	16.55525632
935	16.55338992
936	16.55124712
937	16.54946102
938	16.54798652
939	16.54204612
940	16.53836478
941	16.53351551
942	16.52897216
943	16.52344811
944	16.51609971
945	16.51257527
946	16.51056836
947	16.50901211
948	16.50669702
949	16.50383739
950	16.49780305
951	16.49552728
952	16.49287898
953	16.48974575
954	16.48636988
955	16.48243346
956	16.48020847
957	16.47319835
958	16.47226567
959	16.46646718
960	16.46366286
961	16.45999706
962	16.45615466
963	16.45320693
964	16.44960893
965	16.44955887
966	16.44416181
967	16.44032412
968	16.43780781
969	16.43060219
970	16.42809192
971	16.42089754
972	16.41870043
973	16.41385943
974	16.41185745
975	16.40704419
976	16.40439731
977	16.40067461
978	16.39885926
979	16.39674311
980	16.39141481
981	16.38984014
982	16.38664807
983	16.38138638
984	16.37501838
985	16.37383903
986	16.37034231
987	16.36126851
988	16.35686561
989	16.35322876
990	16.34829196
991	16.34641565
992	16.33886128
993	16.33515026
994	16.33378722
995	16.32484923
996	16.32312501
997	16.3201103
998	16.31619498
999	16.3134399
