[29.874069572648416, 150, 6, False, 'RF', [('temp_high', 0.11204774695454565), ('hum_low', 0.096300354067043931), ('DOW', 0.092304652318123445), ('sea_high', 0.087125626792201427), ('dew_high', 0.087100151235084258), ('temp_low', 0.083773187509498151), ('hum_high', 0.0759212333313284), ('prec', 0.075910511885040791), ('wind_high', 0.075786978378237738), ('sea_low', 0.073148025163532915), ('dew_low', 0.071716775756686751), ('wind_low', 0.068864756608676483)]]

[30.319977096282166, 100, 7, False, 'RF', [('hum_low', 0.10598509193317388), ('temp_high', 0.099270234087070405), ('dew_high', 0.085791704012841682), ('sea_low', 0.085592225483561199), ('temp_low', 0.085197793760836471), ('dew_low', 0.083527494079981224), ('sea_high', 0.083476161307332875), ('DOW', 0.081018378202046909), ('wind_high', 0.077754566770630126), ('wind_low', 0.076935014915802388), ('hum_high', 0.072374256145315119), ('prec', 0.063077079301407754)]]

[30.400786111739912, 125, 8, False, 'RF', [('temp_high', 0.10400684507417414), ('hum_low', 0.098861477027900935), ('sea_high', 0.089519929614744212), ('dew_low', 0.087428536751139832), ('temp_low', 0.087223181469007025), ('wind_low', 0.085027830736689347), ('dew_high', 0.083488336561858487), ('sea_low', 0.083215656832177007), ('wind_high', 0.077044578633236105), ('hum_high', 0.075762684534929695), ('DOW', 0.074854967706878814), ('prec', 0.053565975057264452)]]

[30.416317451521429, 150, 7, False, 'RF', [('temp_high', 0.10366001712747341), ('hum_low', 0.099600913273793779), ('temp_low', 0.0870013111826827), ('sea_high', 0.085516969761844891), ('hum_high', 0.083968491693435982), ('wind_low', 0.081385108258841168), ('dew_high', 0.080430625792339019), ('DOW', 0.080155574244527086), ('dew_low', 0.079496913012992554), ('sea_low', 0.078270815579888589), ('wind_high', 0.072683603746885081), ('prec', 0.067829656325295584)]]

[30.436920373045531, 75, 5, False, 'RF', [('temp_high', 0.12500779201304665), ('hum_low', 0.10945176302401753), ('DOW', 0.10278630129315561), ('sea_high', 0.088088507026975613), ('temp_low', 0.080485030333920418), ('wind_high', 0.078793480447192019), ('dew_high', 0.074905718304572697), ('prec', 0.071819062362382599), ('hum_high', 0.070407433986849538), ('sea_low', 0.07005593333854275), ('dew_low', 0.068074929785636271), ('wind_low', 0.060124048083708422)]]

[30.503835971331647, 75, 7, False, 'RF', [('temp_high', 0.10116378089977533), ('hum_low', 0.096759970964093917), ('wind_low', 0.08635804317908885), ('dew_high', 0.085391844426506658), ('temp_low', 0.083664058033495525), ('hum_high', 0.082786561346843826), ('DOW', 0.082077125943852303), ('sea_high', 0.080850039633366233), ('sea_low', 0.079691958328357265), ('wind_high', 0.078592111138278894), ('dew_low', 0.075971728433152877), ('prec', 0.06669277767318843)]]

[30.601400456894698, 100, 6, False, 'RF', [('temp_high', 0.1028251417179533), ('sea_high', 0.099563401137639826), ('hum_low', 0.093621955155646502), ('DOW', 0.086935586047854882), ('sea_low', 0.085101292349556254), ('temp_low', 0.082608840455364874), ('wind_high', 0.079807919935967864), ('prec', 0.076150396030956913), ('dew_low', 0.074462120562648948), ('dew_high', 0.074138879680165234), ('hum_high', 0.073331627611738726), ('wind_low', 0.071452839314506647)]]

[30.872935725809441, 150, 5, False, 'RF', [('temp_high', 0.1160005813416068), ('DOW', 0.10421385040403761), ('hum_low', 0.10389309750269206), ('prec', 0.096346056232444063), ('temp_low', 0.082495634921859878), ('sea_high', 0.080994687220227207), ('sea_low', 0.079280127119554344), ('dew_high', 0.072607873655345281), ('wind_low', 0.06958112222051141), ('hum_high', 0.068637549125579719), ('wind_high', 0.064039600118175166), ('dew_low', 0.061909820137966635)]]

[30.897032335347735, 100, 5, False, 'RF', [('temp_high', 0.11764976682082263), ('DOW', 0.10504996578637843), ('hum_low', 0.10150528419017693), ('prec', 0.091739962225388882), ('temp_low', 0.084017596094405553), ('sea_high', 0.081220836562602178), ('dew_high', 0.081100115440753934), ('sea_low', 0.076879717735016492), ('wind_high', 0.06896083637531393), ('wind_low', 0.067559107833820062), ('hum_high', 0.065080162677937411), ('dew_low', 0.059236648257383534)]]

[30.903323523370695, 125, 7, False, 'RF', [('hum_low', 0.096692272927335662), ('temp_high', 0.094978780322530515), ('sea_high', 0.091335233352769316), ('temp_low', 0.0912053692013228), ('dew_high', 0.085969136893857781), ('dew_low', 0.080520897496155819), ('hum_high', 0.080143541736858406), ('DOW', 0.079732849578276352), ('wind_low', 0.079672926586180373), ('wind_high', 0.079239701411336516), ('sea_low', 0.078294513477798755), ('prec', 0.062214777015577684)]]

[31.001000786936412, 125, 5, False, 'RF', [('temp_high', 0.11622940173820535), ('DOW', 0.10235553105724682), ('prec', 0.09773570826946551), ('temp_low', 0.094196617610987285), ('hum_low', 0.082031505291526377), ('dew_high', 0.080036605954181439), ('hum_high', 0.077431054987172537), ('sea_high', 0.076193541110498544), ('sea_low', 0.073869643093502191), ('wind_low', 0.070261562149758983), ('dew_low', 0.068349888696193697), ('wind_high', 0.061308940041261084)]]

[31.060503023150687, 125, 6, False, 'RF', [('temp_high', 0.11386814875491295), ('hum_low', 0.090871679168473121), ('DOW', 0.089642657752859387), ('temp_low', 0.085073161899324706), ('sea_high', 0.08424831820385989), ('dew_high', 0.082261081326716445), ('sea_low', 0.079844169435278542), ('wind_low', 0.079649476688156987), ('hum_high', 0.075739928008681151), ('dew_low', 0.072999470072597772), ('prec', 0.072958234381843914), ('wind_high', 0.072843674307295034)]]

[31.088375988290203, 150, 8, False, 'RF', [('hum_low', 0.09568131964465329), ('temp_high', 0.095526685545189824), ('sea_high', 0.093312347895001008), ('sea_low', 0.091240591037413457), ('temp_low', 0.085843338714045259), ('wind_low', 0.085650350943397499), ('dew_high', 0.084104267111662218), ('dew_low', 0.082406275045487254), ('DOW', 0.081443000226148046), ('hum_high', 0.080703167927728775), ('wind_high', 0.075940088395333588), ('prec', 0.048148567513939707)]]

[31.121587603292262, 75, 6, False, 'RF', [('temp_high', 0.12312151599408395), ('hum_low', 0.10111624811640514), ('prec', 0.088990935328407239), ('DOW', 0.088437474506580849), ('sea_low', 0.083842132280080292), ('temp_low', 0.081106562025214726), ('sea_high', 0.0766439985667937), ('hum_high', 0.075700241188037518), ('dew_high', 0.07332405549444164), ('dew_low', 0.072644990721167826), ('wind_low', 0.071390525105995181), ('wind_high', 0.063681320672791836)]]

[31.278256438706382, 100, 8, False, 'RF', [('temp_high', 0.098026886208567865), ('hum_low', 0.093620771962806423), ('sea_high', 0.0910211410547907), ('temp_low', 0.086171620931340856), ('sea_low', 0.085000293965848406), ('dew_low', 0.082996539158512433), ('wind_high', 0.082993323071253344), ('dew_high', 0.082598383373930148), ('wind_low', 0.082166392617087441), ('DOW', 0.081416725149624641), ('hum_high', 0.08104494427039409), ('prec', 0.052942978235843589)]]

[31.298182445987571, 75, 8, False, 'RF', [('temp_high', 0.10701023106400179), ('hum_low', 0.095112840702483645), ('sea_high', 0.093196722093132567), ('sea_low', 0.08883450752858725), ('dew_high', 0.083683522193204338), ('temp_low', 0.08178093561557119), ('wind_low', 0.080864904288263734), ('wind_high', 0.07984891746488712), ('dew_low', 0.077517691862123733), ('DOW', 0.075905713576558301), ('hum_high', 0.074510356622476681), ('prec', 0.061733656988709619)]]

[32.679546870365726, 50, 0.02, 'ADB', [('temp_high', 0.57999999999999996), ('DOW', 0.32000000000000001), ('prec', 0.059999999999999998), ('hum_high', 0.02), ('sea_low', 0.02), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[32.758428337294511, 10, 0.015, 'ADB', [('DOW', 0.5), ('temp_high', 0.5), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0), ('prec', 0.0)]]

[32.793682560100869, 75, 0.02, 'ADB', [('temp_high', 0.54666666666666663), ('DOW', 0.26666666666666666), ('wind_low', 0.053333333333333337), ('hum_low', 0.040000000000000001), ('prec', 0.040000000000000001), ('temp_low', 0.013333333333333334), ('hum_high', 0.013333333333333334), ('sea_low', 0.013333333333333334), ('wind_high', 0.013333333333333334), ('dew_high', 0.0), ('dew_low', 0.0), ('sea_high', 0.0)]]

[32.817536675826219, 100, 0.015, 'ADB', [('temp_high', 0.55000000000000004), ('DOW', 0.26000000000000001), ('wind_low', 0.050000000000000003), ('prec', 0.040000000000000001), ('hum_low', 0.029999999999999999), ('sea_low', 0.02), ('wind_high', 0.02), ('temp_low', 0.01), ('hum_high', 0.01), ('sea_high', 0.01), ('dew_high', 0.0), ('dew_low', 0.0)]]

[32.852971468059224, 100, 0.01, 'ADB', [('temp_high', 0.59999999999999998), ('DOW', 0.32000000000000001), ('prec', 0.050000000000000003), ('hum_high', 0.01), ('hum_low', 0.01), ('sea_low', 0.01), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('sea_high', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[32.878206899292735, 25, 0.005, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.47999999999999998), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0), ('prec', 0.0)]]

[32.966847833150545, 75, 0.015, 'ADB', [('temp_high', 0.57333333333333336), ('DOW', 0.30666666666666664), ('prec', 0.053333333333333337), ('hum_high', 0.013333333333333334), ('hum_low', 0.013333333333333334), ('sea_high', 0.013333333333333334), ('sea_low', 0.013333333333333334), ('wind_low', 0.013333333333333334), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('wind_high', 0.0)]]

[33.082351049940868, 75, 0.01, 'ADB', [('temp_high', 0.57333333333333336), ('DOW', 0.35999999999999999), ('prec', 0.053333333333333337), ('hum_high', 0.013333333333333334), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.124801464531842, 50, 0.015, 'ADB', [('temp_high', 0.56000000000000005), ('DOW', 0.35999999999999999), ('prec', 0.059999999999999998), ('hum_high', 0.02), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.217621182985035, 50, 0.03, 'ADB', [('temp_high', 0.54000000000000004), ('DOW', 0.26000000000000001), ('hum_low', 0.040000000000000001), ('wind_low', 0.040000000000000001), ('prec', 0.040000000000000001), ('hum_high', 0.02), ('sea_high', 0.02), ('sea_low', 0.02), ('wind_high', 0.02), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0)]]

[33.300032474748825, 75, 0.005, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.44), ('prec', 0.040000000000000001), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.302227022692009, 50, 0.005, 'ADB', [('temp_high', 0.5), ('DOW', 0.47999999999999998), ('prec', 0.02), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.302891565344133, 10, 0.02, 'ADB', [('DOW', 0.5), ('temp_high', 0.5), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0), ('prec', 0.0)]]

[33.31761928535952, 25, 0.04, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.32000000000000001), ('prec', 0.080000000000000002), ('hum_high', 0.040000000000000001), ('sea_low', 0.040000000000000001), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.336351383299295, 100, 0.005, 'ADB', [('temp_high', 0.54000000000000004), ('DOW', 0.40999999999999998), ('prec', 0.050000000000000003), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.349173389114448, 50, 0.01, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.41999999999999998), ('prec', 0.059999999999999998), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.399350864791685, 25, 0.03, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.35999999999999999), ('prec', 0.080000000000000002), ('hum_high', 0.040000000000000001), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.479343914242193, 25, 0.015, 'ADB', [('temp_high', 0.52000000000000002), ('DOW', 0.44), ('prec', 0.040000000000000001), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.52219553041936, 10, 0.04, 'ADB', [('DOW', 0.5), ('temp_high', 0.40000000000000002), ('prec', 0.10000000000000001), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.544825457982128, 25, 0.02, 'ADB', [('temp_high', 0.47999999999999998), ('DOW', 0.44), ('prec', 0.080000000000000002), ('temp_low', 0.0), ('dew_high', 0.0), ('dew_low', 0.0), ('hum_high', 0.0), ('hum_low', 0.0), ('sea_high', 0.0), ('sea_low', 0.0), ('wind_high', 0.0), ('wind_low', 0.0)]]

[33.54804582011527, 50, 0.04, 'ADB', [('temp_high', 0.47999999999999998), ('DOW', 0.22), ('sea_low', 0.059999999999999998), ('wind_low', 0.059999999999999998), ('hum_high', 0.040000000000000001), ('hum_low', 0.040000000000000001), ('prec', 0.040000000000000001), ('temp_low', 0.02), ('sea_high', 0.02), ('wind_high', 0.02), ('dew_high', 0.0), ('dew_low', 0.0)]]

